Array,Array Code,Site (Description),Site Prefix,Site Suffix,CGSN Site Name,Node Description,Node Code,Node Site Sequence,CGSN Node Name NEW,Port,Instrument Description,"InstrumentClass",Instrument Series ,Insttruement Sequence #,Instrument Location,Depth/Height,OOI 
,CP,,05,MOAS,,,GL,05,CP05MOAS-GL005,2,Fluorometer_three_wavelength,FLORT,M,000,,1000,CP05MOAS-GL005-02-FLORTM000
,CP,,05,MOAS,,,GL,05,CP05MOAS-GL005,3,CTD_glider,CTDGV,M,000,,1000,CP05MOAS-GL005-03-CTDGVM000
,CP,,05,MOAS,,,GL,05,CP05MOAS-GL005,4,oxygen_dissolved_stable,DOSTA,M,000,,1000,CP05MOAS-GL005-04-DOSTAM000
,CP,,05,MOAS,,,GL,05,CP05MOAS-GL005,5,PAR,PARAD,M,000,,1000,CP05MOAS-GL005-05-PARADM000
,CP,,05,MOAS,CP05MOAS,Pioneer Glider 6,GL,06,CP05MOAS-GL006,1,Velocity_profile_mobile_asset,ADCPA,M,000,,1000,CP05MOAS-GL006-01-ADCPAM000
,CP,,05,MOAS,,,GL,06,CP05MOAS-GL006,2,Fluorometer_three_wavelength,FLORT,M,000,,1000,CP05MOAS-GL006-02-FLORTM000
,CP,,05,MOAS,,,GL,06,CP05MOAS-GL006,3,CTD_glider,CTDGV,M,000,,1000,CP05MOAS-GL006-03-CTDGVM000
,CP,,05,MOAS,,,GL,06,CP05MOAS-GL006,4,oxygen_dissolved_stable,DOSTA,M,000,,1000,CP05MOAS-GL006-04-DOSTAM000
,CP,,05,MOAS,,,GL,06,CP05MOAS-GL006,5,PAR,PARAD,M,000,,1000,CP05MOAS-GL006-05-PARADM000
,,,,,,,,,,,Instrument Level,,,,,,
,CP,Pioneer Mobile Assets,05,MOAS,CP05MOAS,Pioneer AUV 1,AV,01,CP05MOAS-AV001,1,Fluorometer_three_wavelength,FLORT,N,000,,,CP05MOAS-AV001-01-FLORTN000
,CP,,05,MOAS,,,AV,01,CP05MOAS-AV001,2,oxygen_dissolved_stable,DOSTA,N,000,,,CP05MOAS-AV001-02-DOSTAN000
,CP,,05,MOAS,,,AV,01,CP05MOAS-AV001,3,CTD_AUV,CTDAV,N,000,,,CP05MOAS-AV001-03-CTDAVN000
,CP,,05,MOAS,,,AV,01,CP05MOAS-AV001,4,nutrient_Nitrate,NUTNR,N,000,,,CP05MOAS-AV001-04-NUTNRN000
,CP,,05,MOAS,,,AV,01,CP05MOAS-AV001,5,Velocity_profile_mobile_asset,ADCPA,N,000,,,CP05MOAS-AV001-05-ADCPAN000
,CP,,05,MOAS,,,AV,01,CP05MOAS-AV001,6,PAR,PARAD,N,000,,,CP05MOAS-AV001-06-PARADN000
,CP,,05,MOAS,CP05MOAS,Pioneer AUV 2,AV,02,CP05MOAS-AV002,1,Fluorometer_three_wavelength,FLORT,N,000,,,CP05MOAS-AV002-01-FLORTN000
,CP,,05,MOAS,,,AV,02,CP05MOAS-AV002,2,oxygen_dissolved_stable,DOSTA,N,000,,,CP05MOAS-AV002-02-DOSTAN000
,CP,,05,MOAS,,,AV,02,CP05MOAS-AV002,3,CTD_AUV,CTDAV,N,000,,,CP05MOAS-AV002-03-CTDAVN000
,CP,,05,MOAS,,,AV,02,CP05MOAS-AV002,4,nutrient_Nitrate,NUTNR,N,000,,,CP05MOAS-AV002-04-NUTNRN000
,CP,,05,MOAS,,,AV,02,CP05MOAS-AV002,5,Velocity_profile_mobile_asset,ADCPA,N,000,,,CP05MOAS-AV002-05-ADCPAN000
,CP,,05,MOAS,,,AV,02,CP05MOAS-AV002,6,PAR,PARAD,N,000,,,CP05MOAS-AV002-06-PARADN000
